Batch,Subject,PVC_Nr,Sow,Test_Nr,Novel_pig,NPT_sudden_display_freq,NPT_walking_by_fence_dur,NPT_NP_nose.nose_freq,Agonistic_out_degree,Agonistic_out_strength,Agonistic_betweenness,Agonistic_AUC.Fc,Agonistic_WDC,Mount_out_degree,Mount_out_strength,Mount_betweenness,Mount_AUC.Fc,Mount_WDC,Nose.ano_out_degree,Nose.ano_out_strength,Nose.ano_betweenness,Nose.ano_AUC.Fc,Nose.ano_WDC,Nose.body_out_degree,Nose.body_out_strength,Nose.body_betweenness,Nose.body_AUC.Fc,Nose.body_WDC,Nose.front_out_degree,Nose.front_out_strength,Nose.front_betweenness,Nose.front_AUC.Fc,Nose.front_WDC,Play_out_degree,Play_out_strength,Play_betweenness,Play_AUC.Fc,Play_WDC,Social.resting_out_degree,Social.resting_out_strength,Social.resting_betweenness,Social.resting_AUC.Fc,Social.resting_WDC,Non.agonistic_out_degree,Non.agonistic_out_strength,Non.agonistic_betweenness,Non.agonistic_AUC.Fc,Non.agonistic_WDC
2,5,10,751,1,8927,0,26.1,15,14,42,3.5,5.21428571428571,10.4285714285714,10,22,25.5666666666667,3.22727272727273,6.45454545454545,2,3,59.0833333333333,0.833333333333333,1.66666666666667,12,18,13.2677461427461,4.72222222222222,9.44444444444444,15,36,2.4047619047619,5.44444444444444,10.8888888888889,6,11,6.63939393939394,3.31818181818182,6.63636363636364,3,4,23.2261904761905,1.25,2.5,17,136,0.25,6.55882352941176,13.1176470588235
2,5,10,751,2,8793,NA,NA,NA,14,42,3.5,5.21428571428571,10.4285714285714,10,22,25.5666666666667,3.22727272727273,6.45454545454545,2,3,59.0833333333333,0.833333333333333,1.66666666666667,12,18,13.2677461427461,4.72222222222222,9.44444444444444,15,36,2.4047619047619,5.44444444444444,10.8888888888889,6,11,6.63939393939394,3.31818181818182,6.63636363636364,3,4,23.2261904761905,1.25,2.5,17,136,0.25,6.55882352941176,13.1176470588235
2,6,5,691,1,8759,0,26.491,7,15,39,22.797619047619,5.42307692307692,10.8461538461538,5,5,9.08333333333333,2.5,5,1,1,1,0.5,1,8,10,30.029711954712,3.4,6.8,10,18,6.28333333333333,3.72222222222222,7.44444444444444,10,13,44.6794372294372,4.03846153846154,8.07692307692308,6,7,59.4190476190476,2.64285714285714,5.28571428571429,17,93,0.5,6.41397849462366,12.8279569892473
2,6,5,691,2,8790,0,5,13,15,39,22.797619047619,5.42307692307692,10.8461538461538,5,5,9.08333333333333,2.5,5,1,1,1,0.5,1,8,10,30.029711954712,3.4,6.8,10,18,6.28333333333333,3.72222222222222,7.44444444444444,10,13,44.6794372294372,4.03846153846154,8.07692307692308,6,7,59.4190476190476,2.64285714285714,5.28571428571429,17,93,0.5,6.41397849462366,12.8279569892473
2,7,11,592,1,8928,0,3.498,15,11,14,41.6634920634921,4.64285714285714,9.28571428571428,0,0,0,0,0,2,2,12.4166666666667,1,2,7,11,46.7693695193695,2.5,5,12,25,14.434126984127,4.5,9,9,18,10.4175324675325,3.61111111111111,7.22222222222222,5,8,17.2469696969697,1.875,3.75,16,78,3.33333333333333,5.79487179487179,11.5897435897436
2,7,11,592,2,8929,0,0,27,11,14,41.6634920634921,4.64285714285714,9.28571428571428,0,0,0,0,0,2,2,12.4166666666667,1,2,7,11,46.7693695193695,2.5,5,12,25,14.434126984127,4.5,9,9,18,10.4175324675325,3.61111111111111,7.22222222222222,5,8,17.2469696969697,1.875,3.75,16,78,3.33333333333333,5.79487179487179,11.5897435897436
2,8,12,592,1,8779,0,0,8,9,25,5.18809523809524,3.46,6.92,4,9,25.5833333333333,1.61111111111111,3.22222222222222,4,5,68.1666666666667,1.7,3.4,4,5,11.3594988344988,1.7,3.4,13,22,4.08888888888889,4.86363636363636,9.72727272727273,8,9,3.98376623376623,3.61111111111111,7.22222222222222,2,2,16.1246753246753,1,2,17,77,11.1715007215007,5.3961038961039,10.7922077922078
2,8,12,592,2,8825,0,0,14,9,25,5.18809523809524,3.46,6.92,4,9,25.5833333333333,1.61111111111111,3.22222222222222,4,5,68.1666666666667,1.7,3.4,4,5,11.3594988344988,1.7,3.4,13,22,4.08888888888889,4.86363636363636,9.72727272727273,8,9,3.98376623376623,3.61111111111111,7.22222222222222,2,2,16.1246753246753,1,2,17,77,11.1715007215007,5.3961038961039,10.7922077922078
2,9,21,770,1,8927,0,35.241,23,9,25,3.55634920634921,2.82,5.64,7,17,9.36666666666667,2.5,5,3,5,4.83333333333333,1.1,2.2,6,7,7.03288655788656,2.64285714285714,5.28571428571429,17,31,20.1111111111111,5.98387096774194,11.9677419354839,10,29,14.8761904761905,3.8448275862069,7.68965517241379,5,7,17.8928571428571,1.92857142857143,3.85714285714286,17,121,16.2012987012987,4.79752066115702,9.59504132231405
2,9,21,770,2,8793,0,45.492,18,9,25,3.55634920634921,2.82,5.64,7,17,9.36666666666667,2.5,5,3,5,4.83333333333333,1.1,2.2,6,7,7.03288655788656,2.64285714285714,5.28571428571429,17,31,20.1111111111111,5.98387096774194,11.9677419354839,10,29,14.8761904761905,3.8448275862069,7.68965517241379,5,7,17.8928571428571,1.92857142857143,3.85714285714286,17,121,16.2012987012987,4.79752066115702,9.59504132231405
3,1,8831,733,1,8686,0,86.095,14,15,69,11.7357142857143,7.3695652173913,14.7391304347826,6,26,42.6666666666667,1.65384615384615,3.30769230769231,6,7,53.2833333333333,3.5,7,11,29,8.73015873015873,5.12068965517241,10.2413793103448,16,69,0.521428571428571,9.26811594202899,18.536231884058,3,4,9.97619047619047,1.25,2.5,2,2,0,1,2,17,206,10.4833333333333,5.51941747572816,11.0388349514563
3,1,8831,733,2,6412,0,2.999,23,15,69,11.7357142857143,7.3695652173913,14.7391304347826,6,26,42.6666666666667,1.65384615384615,3.30769230769231,6,7,53.2833333333333,3.5,7,11,29,8.73015873015873,5.12068965517241,10.2413793103448,16,69,0.521428571428571,9.26811594202899,18.536231884058,3,4,9.97619047619047,1.25,2.5,2,2,0,1,2,17,206,10.4833333333333,5.51941747572816,11.0388349514563
3,10,8590,784,1,7913,0,52.739,36,12,24,3.18333333333333,5.54166666666667,11.0833333333333,14,32,24.6666666666667,6.375,12.75,10,10,22.5833333333333,5,10,11,27,1.15833333333333,6.31481481481481,12.6296296296296,15,57,4.45555555555556,8.62280701754386,17.2456140350877,14,46,17.6083333333333,7.8695652173913,15.7391304347826,0,0,0,0,0,17,196,1.5,6.25,12.5
3,10,8590,784,2,8859,0,70.222,18,12,24,3.18333333333333,5.54166666666667,11.0833333333333,14,32,24.6666666666667,6.375,12.75,10,10,22.5833333333333,5,10,11,27,1.15833333333333,6.31481481481481,12.6296296296296,15,57,4.45555555555556,8.62280701754386,17.2456140350877,14,46,17.6083333333333,7.8695652173913,15.7391304347826,0,0,0,0,0,17,196,1.5,6.25,12.5
3,11,8646,781,1,8818,0,8.499,25,12,35,7.08095238095238,5.61428571428571,11.2285714285714,2,4,6.33333333333333,0.75,1.5,4,4,14.4666666666667,2,4,12,20,16.4285714285714,5.95,11.9,17,45,5.91121933621934,9.05555555555556,18.1111111111111,10,18,37.7333333333333,3.94444444444444,7.88888888888889,3,6,0,1.5,3,17,132,2,6.07575757575758,12.1515151515152
3,11,8646,781,2,8834,0,34.845,20,12,35,7.08095238095238,5.61428571428571,11.2285714285714,2,4,6.33333333333333,0.75,1.5,4,4,14.4666666666667,2,4,12,20,16.4285714285714,5.95,11.9,17,45,5.91121933621934,9.05555555555556,18.1111111111111,10,18,37.7333333333333,3.94444444444444,7.88888888888889,3,6,0,1.5,3,17,132,2,6.07575757575758,12.1515151515152
3,12,8938,784,1,8923,0,59.743,5,11,28,8.27777777777778,4.96428571428571,9.92857142857143,11,37,15.75,3.95945945945946,7.91891891891892,8,9,67.9,3.61111111111111,7.22222222222222,14,43,12.1,5.8953488372093,11.7906976744186,17,60,4.0004329004329,9.16666666666667,18.3333333333333,5,8,12.1190476190476,2.5,5,1,1,0,0.5,1,17,186,2.5,5.71505376344086,11.4301075268817
3,12,8938,784,2,8622,0,38.732,23,11,28,8.27777777777778,4.96428571428571,9.92857142857143,11,37,15.75,3.95945945945946,7.91891891891892,8,9,67.9,3.61111111111111,7.22222222222222,14,43,12.1,5.8953488372093,11.7906976744186,17,60,4.0004329004329,9.16666666666667,18.3333333333333,5,8,12.1190476190476,2.5,5,1,1,0,0.5,1,17,186,2.5,5.71505376344086,11.4301075268817
3,13,8587,588,1,8686,0,60.932,13,13,41,19.8119047619048,5.86585365853659,11.7317073170732,0,0,0,0,0,1,1,1.96666666666667,0.5,1,4,5,21.397619047619,2.5,5,13,29,26.1261904761905,8.46551724137931,16.9310344827586,13,24,30.1166666666667,4.625,9.25,0,0,0,0,0,17,100,41.9333333333333,5.9,11.8
3,13,8587,588,2,6412,0,37.49,10,13,41,19.8119047619048,5.86585365853659,11.7317073170732,0,0,0,0,0,1,1,1.96666666666667,0.5,1,4,5,21.397619047619,2.5,5,13,29,26.1261904761905,8.46551724137931,16.9310344827586,13,24,30.1166666666667,4.625,9.25,0,0,0,0,0,17,100,41.9333333333333,5.9,11.8
3,14,8696,743,1,7913,0,66.29,32,17,62,15.0452380952381,8.69354838709677,17.3870967741935,3,4,1,1.25,2.5,4,4,18.4666666666667,2,4,5,8,4.875,2.125,4.25,12,28,13.8413059163059,5.85714285714286,11.7142857142857,6,10,38.7369047619048,2.9,5.8,3,3,5.6,1.5,3,17,119,8.83333333333333,6.48319327731092,12.9663865546218
3,14,8696,743,2,8859,0,31.129,9,17,62,15.0452380952381,8.69354838709677,17.3870967741935,3,4,1,1.25,2.5,4,4,18.4666666666667,2,4,5,8,4.875,2.125,4.25,12,28,13.8413059163059,5.85714285714286,11.7142857142857,6,10,38.7369047619048,2.9,5.8,3,3,5.6,1.5,3,17,119,8.83333333333333,6.48319327731092,12.9663865546218
3,15,8828,762,1,8818,0,9.249,24,15,49,11.5880952380952,7.60204081632653,15.2040816326531,5,17,15.5,1.97058823529412,3.94117647058824,1,2,2.83333333333333,0.5,1,7,12,5.625,3.08333333333333,6.16666666666667,13,27,15.1992784992785,6.75925925925926,13.5185185185185,1,1,0,0.5,1,7,8,28.9,4,8,16,116,11.25,5.21551724137931,10.4310344827586
3,15,8828,762,2,8834,0,58.847,6,15,49,11.5880952380952,7.60204081632653,15.2040816326531,5,17,15.5,1.97058823529412,3.94117647058824,1,2,2.83333333333333,0.5,1,7,12,5.625,3.08333333333333,6.16666666666667,13,27,15.1992784992785,6.75925925925926,13.5185185185185,1,1,0,0.5,1,7,8,28.9,4,8,16,116,11.25,5.21551724137931,10.4310344827586
3,16,8565,733,1,8923,0,23.005,4,15,53,23.5309523809524,5.66981132075472,11.3396226415094,3,8,26.1666666666667,1.125,2.25,1,1,2.83333333333333,0.5,1,6,10,9.60277777777778,2.7,5.4,16,40,19.5718253968254,7.975,15.95,5,5,14.5416666666667,2.5,5,2,4,0,1,2,17,121,13.4833333333333,5.64876033057851,11.297520661157
3,16,8565,733,2,8622,0,0,6,15,53,23.5309523809524,5.66981132075472,11.3396226415094,3,8,26.1666666666667,1.125,2.25,1,1,2.83333333333333,0.5,1,6,10,9.60277777777778,2.7,5.4,16,40,19.5718253968254,7.975,15.95,5,5,14.5416666666667,2.5,5,2,4,0,1,2,17,121,13.4833333333333,5.64876033057851,11.297520661157
3,17,8776,762,NA,NA,NA,NA,NA,16,71,5.2452380952381,8.34507042253521,16.6901408450704,8,15,42.25,3.16666666666667,6.33333333333333,1,1,1.53333333333333,0.5,1,12,19,27.9357142857143,4.55263157894737,9.10526315789474,16,48,6.79448051948052,7.39583333333333,14.7916666666667,13,31,19.6666666666667,6.11290322580645,12.2258064516129,1,1,0,0.5,1,17,186,0.333333333333333,6.20430107526882,12.4086021505376
3,18,8555,773,NA,NA,NA,NA,NA,14,41,7.52380952380952,5.54878048780488,11.0975609756098,6,22,0,3.54347826086957,7.08695652173913,3,3,30.9,1.5,3,9,20,23.4857142857143,3.85,7.7,11,17,17.3059884559885,4.55882352941176,9.11764705882353,7,7,19.3666666666667,3.5,7,5,5,31.2666666666667,2.5,5,17,115,0.5,5.19827586206897,10.3965517241379
3,2,8745,746,1,7913,0,36.044,19,11,50,4.58333333333333,4.74,9.48,1,1,24.6666666666667,0.5,1,1,1,5.16666666666667,0.5,1,5,10,5.80555555555555,1.8,3.6,9,17,5.88145743145743,4.02941176470588,8.05882352941176,0,0,0,0,0,6,9,46.25,2.5,5,15,88,27.65,4.84090909090909,9.68181818181818
3,2,8745,746,2,8859,0,42.982,21,11,50,4.58333333333333,4.74,9.48,1,1,24.6666666666667,0.5,1,1,1,5.16666666666667,0.5,1,5,10,5.80555555555555,1.8,3.6,9,17,5.88145743145743,4.02941176470588,8.05882352941176,0,0,0,0,0,6,9,46.25,2.5,5,15,88,27.65,4.84090909090909,9.68181818181818
3,3,8712,746,1,8818,0,32.302,22,14,39,20.0507936507937,4.98717948717949,9.97435897435897,8,23,28.5833333333333,2.28260869565217,4.56521739130435,4,4,7.9,2,4,12,18,50.3611111111111,5.61111111111111,11.2222222222222,16,35,25.7712121212121,6.21428571428571,12.4285714285714,1,1,8.5,0.5,1,6,8,47.7,2.5,5,17,128,46.5166666666667,4.9609375,9.921875
3,3,8712,746,2,8834,0,22.997,20,14,39,20.0507936507937,4.98717948717949,9.97435897435897,8,23,28.5833333333333,2.28260869565217,4.56521739130435,4,4,7.9,2,4,12,18,50.3611111111111,5.61111111111111,11.2222222222222,16,35,25.7712121212121,6.21428571428571,12.4285714285714,1,1,8.5,0.5,1,6,8,47.7,2.5,5,17,128,46.5166666666667,4.9609375,9.921875
3,4,8641,739,1,8923,0,52.739,17,11,27,14.7730158730159,5.57407407407407,11.1481481481481,4,7,13.8,1.35714285714286,2.71428571428571,1,1,21.5833333333333,0.5,1,9,15,9.71666666666667,3.7,7.4,16,65,1.50119047619048,8.68461538461538,17.3692307692308,7,18,2.75,3.05555555555556,6.11111111111111,2,2,0.25,1,2,17,135,5.66666666666667,5.86296296296296,11.7259259259259
3,4,8641,739,2,8622,3,15.1,18,11,27,14.7730158730159,5.57407407407407,11.1481481481481,4,7,13.8,1.35714285714286,2.71428571428571,1,1,21.5833333333333,0.5,1,9,15,9.71666666666667,3.7,7.4,16,65,1.50119047619048,8.68461538461538,17.3692307692308,7,18,2.75,3.05555555555556,6.11111111111111,2,2,0.25,1,2,17,135,5.66666666666667,5.86296296296296,11.7259259259259
3,5,8670,743,1,8686,0,10.755,10,14,34,10.2912698412698,7.79411764705882,15.5882352941176,4,10,20.25,1.1,2.2,3,3,20.9833333333333,1.5,3,7,15,3.74285714285714,3.36666666666667,6.73333333333333,14,43,1.03376623376623,6.73255813953488,13.4651162790698,7,12,13.425,3.75,7.5,1,1,4.93333333333333,0.5,1,17,118,33.4666666666667,5.43220338983051,10.864406779661
3,5,8670,743,2,6412,0,54.883,4,14,34,10.2912698412698,7.79411764705882,15.5882352941176,4,10,20.25,1.1,2.2,3,3,20.9833333333333,1.5,3,7,15,3.74285714285714,3.36666666666667,6.73333333333333,14,43,1.03376623376623,6.73255813953488,13.4651162790698,7,12,13.425,3.75,7.5,1,1,4.93333333333333,0.5,1,17,118,33.4666666666667,5.43220338983051,10.864406779661
3,6,8706,588,1,7913,0,73.985,23,15,44,9.89920634920635,7.68181818181818,15.3636363636364,5,8,9.06666666666667,2.5,5,5,7,40.8833333333333,2.64285714285714,5.28571428571429,8,16,15.1059523809524,3.6875,7.375,14,39,16.2583333333333,6.57692307692308,13.1538461538462,1,1,0,0.5,1,1,1,0,0.5,1,17,116,17.2,5.69827586206897,11.3965517241379
3,6,8706,588,2,8859,0,131.922,8,15,44,9.89920634920635,7.68181818181818,15.3636363636364,5,8,9.06666666666667,2.5,5,5,7,40.8833333333333,2.64285714285714,5.28571428571429,8,16,15.1059523809524,3.6875,7.375,14,39,16.2583333333333,6.57692307692308,13.1538461538462,1,1,0,0.5,1,1,1,0,0.5,1,17,116,17.2,5.69827586206897,11.3965517241379
3,7,8620,774,1,8818,0,0,6,8,15,16.0595238095238,2.76666666666667,5.53333333333333,0,0,0,0,0,0,0,0,0,0,7,11,1.53333333333333,3.13636363636364,6.27272727272727,14,28,2.83333333333333,6.67857142857143,13.3571428571429,13,26,9.83333333333333,7,14,9,12,30.45,5.08333333333333,10.1666666666667,17,92,14.3166666666667,7.08695652173913,14.1739130434783
3,7,8620,774,2,8834,0,0,0,8,15,16.0595238095238,2.76666666666667,5.53333333333333,0,0,0,0,0,0,0,0,0,0,7,11,1.53333333333333,3.13636363636364,6.27272727272727,14,28,2.83333333333333,6.67857142857143,13.3571428571429,13,26,9.83333333333333,7,14,9,12,30.45,5.08333333333333,10.1666666666667,17,92,14.3166666666667,7.08695652173913,14.1739130434783
3,8,8575,774,1,8923,0,39.6,10,15,47,8.34285714285714,7.24468085106383,14.4893617021277,11,21,82.2166666666667,3.88095238095238,7.76190476190476,5,7,36.55,2.64285714285714,5.28571428571429,9,15,6.49960317460318,4.96666666666667,9.93333333333333,16,28,22.563924963925,7,14,3,4,18.1607142857143,2,4,3,3,1.58333333333333,1.5,3,17,125,20.3166666666667,6.444,12.888
3,8,8575,774,2,8622,0,7.848,10,15,47,8.34285714285714,7.24468085106383,14.4893617021277,11,21,82.2166666666667,3.88095238095238,7.76190476190476,5,7,36.55,2.64285714285714,5.28571428571429,9,15,6.49960317460318,4.96666666666667,9.93333333333333,16,28,22.563924963925,7,14,3,4,18.1607142857143,2,4,3,3,1.58333333333333,1.5,3,17,125,20.3166666666667,6.444,12.888
3,9,8612,781,1,8686,0,51.505,8,14,39,15.4238095238095,7.725,15.45,2,2,17.8333333333333,1,2,2,2,62.5833333333333,1,2,6,6,14.6055555555556,3,6,12,19,31.9444444444444,5.60526315789474,11.2105263157895,8,13,30.2773809523809,3.5,7,5,6,58,2.16666666666667,4.33333333333333,16,87,0,6.26136363636364,12.5227272727273
3,9,8612,781,2,6412,0,35.246,13,14,39,15.4238095238095,7.725,15.45,2,2,17.8333333333333,1,2,2,2,62.5833333333333,1,2,6,6,14.6055555555556,3,6,12,19,31.9444444444444,5.60526315789474,11.2105263157895,8,13,30.2773809523809,3.5,7,5,6,58,2.16666666666667,4.33333333333333,16,87,0,6.26136363636364,12.5227272727273
4,1,7910,783,1,9116,0,0,10,6,16,2.21785714285714,1.8125,3.625,0,0,0,0,0,1,1,0,0.5,1,9,14,37.1,3.5,7,5,6,15.5690476190476,2.16666666666667,4.33333333333333,4,4,10.2833333333333,2,4,1,1,18.8666666666667,0.5,1,15,42,24.5563492063492,4.71428571428571,9.42857142857143
4,1,7910,783,2,9104,0,3.995,12,6,16,2.21785714285714,1.8125,3.625,0,0,0,0,0,1,1,0,0.5,1,9,14,37.1,3.5,7,5,6,15.5690476190476,2.16666666666667,4.33333333333333,4,4,10.2833333333333,2,4,1,1,18.8666666666667,0.5,1,15,42,24.5563492063492,4.71428571428571,9.42857142857143
4,10,9172,798,NA,NA,NA,NA,NA,8,11,22.3905844155844,3.31818181818182,6.63636363636364,0,0,0,0,0,0,0,0,0,0,5,8,44.9452380952381,1.875,3.75,6,8,7.61551226551227,2.5,5,8,13,59.152380952381,4.03846153846154,8.07692307692308,2,3,20.047619047619,0.833333333333333,1.66666666666667,16,43,13.9345238095238,5.01162790697674,10.0232558139535
4,11,9095,801,1,9030,0,23.749,41,14,42,10.915873015873,4.80952380952381,9.61904761904762,0,0,0,0,0,0,0,0,0,0,4,5,4.08571428571429,1.7,3.4,7,9,17.7259018759019,2.83333333333333,5.66666666666667,4,5,4.25,2.5,5,8,10,38.9333333333333,3.4,6.8,17,71,4.75238095238095,5.73943661971831,11.4788732394366
4,11,9095,801,2,9087,0,23.008,19,14,42,10.915873015873,4.80952380952381,9.61904761904762,0,0,0,0,0,0,0,0,0,0,4,5,4.08571428571429,1.7,3.4,7,9,17.7259018759019,2.83333333333333,5.66666666666667,4,5,4.25,2.5,5,8,10,38.9333333333333,3.4,6.8,17,71,4.75238095238095,5.73943661971831,11.4788732394366
4,12,9080,800,1,9070,0,23.25,21,7,15,2.54166666666667,2.63333333333333,5.26666666666667,0,0,0,0,0,0,0,0,0,0,2,2,3.63333333333333,1,2,5,11,2.04090909090909,1.68181818181818,3.36363636363636,3,5,1.5,1.7,3.4,2,2,53.7714285714286,1,2,12,35,28.2777777777778,3.52857142857143,7.05714285714286
4,12,9080,800,2,9176,3,34.493,17,7,15,2.54166666666667,2.63333333333333,5.26666666666667,0,0,0,0,0,0,0,0,0,0,2,2,3.63333333333333,1,2,5,11,2.04090909090909,1.68181818181818,3.36363636363636,3,5,1.5,1.7,3.4,2,2,53.7714285714286,1,2,12,35,28.2777777777778,3.52857142857143,7.05714285714286
4,13,9130,795,1,9116,0,35.504,20,11,41,9.12063492063492,2.89024390243902,5.78048780487805,1,3,6,0.5,1,0,0,0,0,0,5,6,5.53333333333333,2.16666666666667,4.33333333333333,6,9,20.8452380952381,2.5,5,9,18,28.947619047619,3.16666666666667,6.33333333333333,4,4,16.1666666666667,2,4,17,81,23.0583333333333,4.78395061728395,9.5679012345679
4,13,9130,795,2,9104,3,23.993,10,11,41,9.12063492063492,2.89024390243902,5.78048780487805,1,3,6,0.5,1,0,0,0,0,0,5,6,5.53333333333333,2.16666666666667,4.33333333333333,6,9,20.8452380952381,2.5,5,9,18,28.947619047619,3.16666666666667,6.33333333333333,4,4,16.1666666666667,2,4,17,81,23.0583333333333,4.78395061728395,9.5679012345679
